Rank,Name,Country,Single
4560,Muhammad Rashid Elias,Malaysia,840.9
4561,Koen Arens,Netherlands,840.97
4562,Riley Naidoo,South Africa,841.41
4563,Elio Estrada Valdéz,Mexico,841.59
4564,Ethan Carter Edwards,USA,841.74
4565,Emil Schwarz,Germany,841.77
4566,Ciro Vignotto,Italy,841.99
4567,Takeshi Hino (日野健志),Japan,842.05
4568,Nicholas Baker,Australia,842.13
4569,Yongbin Zhao (赵勇镔),China,842.36
4570,Jonatan Miramontes Alcala,Mexico,842.53
4571,Artem Sydorchuk (Артем Сидорчук),Ukraine,842.65
4572,Joey Tarnowski,USA,842.75
4573,Alp Terliksiz,Turkey,842.85
4574,Tomoaki Okayama (岡山友昭),Japan,843.21
4575,Alejandro Barrera Perez,Mexico,843.39
4576,Yanlong Li (李炎龙),China,843.54
4577,Guus van der Goes,Netherlands,843.86
4578,Taiji Yi (易泰基),China,844.06
4579,Peizhou Zhang (张沛洲),China,844.13
4580,Zesong Yuan (苑泽松),China,844.51
4581,Yang Jiao (焦阳),China,844.52
4582,Kavin Tangtartharakul,USA,844.63
4583,August Phye,USA,845.07
4584,Brad Vorjohan,USA,845.24
4585,Dušan Zakelšek,Slovenia,845.39
4586,Ignacio Ortiz,Chile,845.52
4587,Dragoş Mihai Cadariu,Romania,845.63
4588,Alejandro de Jesús Romero Serrano,Mexico,846.08
4589,Bennet Wichmann,Germany,846.16
4590,Conor Sheridan,Ireland,846.43
4591,Jiachi Han (韩佳池),China,846.6
4592,Vladimir Chekurin,Belarus,846.72
4593,Geoffrey Hartnell,United Kingdom,846.99
4594,Grigoriy Andreev,Russia,847.16
4595,Fiona Wang,Australia,847.19
4596,Robert Paus,Germany,847.32
4597,Nolan Tusing,USA,847.55
4598,Tzu-Heng Lin (林子恆),Taiwan,847.99
4599,Tse-Kan Lin (林哲侃),Taiwan,848.29
4600,Ivan Yachmenev (Иван Ячменев),Russia,848.7
4601,Thor Muto Asmund,Denmark,849.05
4602,Davide Arnesano,Italy,849.16
4603,Justin Zhang,South Africa,849.17
4604,Haoyang Chen (陈浩杨),China,849.2
4605,Witali Bułatow,Poland,849.28
4606,Antonio Barba,Italy,850.19
4607,Daniel Antonio Garcia Montenegro,USA,850.38
4608,Erik Engstedt,Sweden,850.5
4609,Timothy Lawrance,South Africa,850.77
4610,Nils Schweizer,Germany,850.78
4611,Ivan Milyi (Иван Милый),Russia,851.15
4612,Nicholas Chiapputo,USA,851.28
4613,Filip Zowczak,Poland,851.3
4614,Łukasz Burchard,Poland,851.53
4615,Jieze Jiang (蒋杰泽),China,851.58
4616,Håkon Hanssen,Norway,851.65
4617,Daniel Mason,United Kingdom,851.79
4618,Xiaobo Jin (金晓波),China,852.01
4619,Kirill Ilyin,Russia,852.14
4620,Maksim Melnik,Russia,852.19
4621,Linsong Qi (綦林松),China,852.3
4622,Hippolyte Moreau,France,852.3
4623,Sammy Tawakkol,USA,852.64
4624,Ivan Jeličić,Croatia,852.69
4625,Jorge Orrite,Spain,852.84
4626,Lorenzo Gaviani,Italy,852.89
4627,Zi-Zhao Zheng,Austria,853.2
4628,Tomasz Pietruszka,Poland,853.8
4629,Philippe Schwartz,Luxembourg,853.81
4630,Adrian Estrada,Peru,854.25
4631,Ivan Alberto Olvera Gonzalez,Mexico,854.32
4632,Sae-ouk Oh,Korea,854.74
4633,Henry Asker,United Kingdom,854.88
4634,Alonso Sanchez Elias,Peru,854.93
4635,Kai-Zhu Hsieh (謝鎧竹),Taiwan,854.95
4636,Daniel Garza Garza,Mexico,855.06
4637,Ionel Bălteanu,Moldova,855.74
4638,Sarah Gasson,United Kingdom,856.03
4639,Aleksi Tuononen,Finland,856.09
4640,Vasilis Vasileris,Greece,856.26
4641,Alex Yang,USA,856.33
4642,Sam Adams,USA,856.8
4643,Patryk Kozieł,Poland,856.93
4644,Hongyu Chen (陈弘宇),China,857.06
4645,Aleksa Kuzmanović,Serbia,857.24
4646,Connor Yungbluth,USA,857.37
4647,Ian Markley,USA,857.44
4648,Mark Nie,Canada,857.53
4649,Keunsoo Heo (허근수),Korea,857.89
4650,William Scully,Canada,858.1
4651,Maya Maghiar,Romania,858.2
4652,Luis José Rodríguez Pérez,Guatemala,858.29
4653,Jandell Ryan Ko,USA,858.38
4654,Axel Flordal,Sweden,858.62
4655,Spencer Stutzman,USA,858.78
4656,Qingxi Zhao (赵倾溪),China,858.88
4657,Junjie Wang (王俊杰),China,859.14
4658,Jhon Alfredo Morales Estrada,Bolivia,859.19
4659,Alexey Sudar,Russia,859.19
4660,Jakub Chyłkowski,Poland,859.37
4661,Bernhard Feige,Germany,859.9
4662,Borislav Marchovski,Bulgaria,860.12
4663,Robin Deun,Netherlands,860.15
4664,Diego Oswaldo Andrés Jiménez,Mexico,860.19
4665,Ole Nikolai Gjerset,Norway,860.5
4666,Mikołaj Kamiński,Poland,860.52
4667,Yiwei Wang (王祎玮),China,860.64
4668,Piotr Zaworski,Poland,860.66
4669,James Ellis Nale V,USA,861.08
4670,Ravi Fernando,USA,861.22
4671,Pablo Gutiérrez Rodrigo,Spain,861.35
4672,Jakub Meller,Poland,861.53
4673,Mir Amir Hosein Hoseini (مير امير حسين حسيني),Iran,861.64
4674,Simon Page,USA,861.8
4675,Nathan Seeto,Australia,861.82
4676,Kristijonas Valčeckas,Lithuania,861.96
4677,Abiram Anbu,India,862.09
4678,Akunuri Sri Abilash,India,862.25
4679,Dan Dzoan,USA,862.27
4680,Trevor Kimbell,USA,862.32
4681,Gabriel Neufeld,Canada,862.39
4682,Kyle Gyawali,USA,862.43
4683,Giulia Accorsi,Italy,862.57
4684,Tyler Jung,USA,863.05
4685,Jherson Vera Flores,Bolivia,863.27
4686,Miroslav Delinac,Croatia,863.36
4687,Shyngys Sharapadin (Шынгыс Шарападин),Kazakhstan,863.7
4688,Luis Labardini Osornio,Mexico,863.71
4689,Gabriel Eduardo Núñez Serna,Argentina,863.87
4690,Izaac Marshall Paetz,Canada,863.89
4691,Erlend Ektvedt Fredriksen,Norway,863.9
4692,Elias Gross,Germany,864.02
4693,Delbert John Salandanan,Philippines,864.44
4694,Lakshay Modi,India,864.49
4695,Martin Zamudio Lemus,Mexico,864.6
4696,Wenjie Cao (曹文杰),China,864.61
4697,Yann Colombo,France,864.91
4698,Luis Fernando Mondragon Herrera,Mexico,865.13
4699,Samuel Michael Gaffney,Australia,865.47
4700,Danil Kravchenko,Russia,865.66
4701,Robin Kwant,Netherlands,865.68
4702,Nick Bohnsack,Netherlands,865.72
4703,Xianqi Wu (吴贤琦),China,865.91
4704,He Jiang (姜和),China,866.16
4705,Trevor Artzen,Canada,866.26
4706,Vladyslav Hordiienko (Владислав Гордієнко),Ukraine,866.52
4707,Adrián Ramírez,Guatemala,866.85
4708,Bartosz Szczepaniak,Poland,867.34
4709,Santiago Baso,Argentina,867.34
4710,Antonio Miguel Leutwiler Garcia,Brazil,867.39
4711,Joel Hernández,El Salvador,867.39
4712,Timothy B. Kwartler,USA,867.56
4713,Shane Swanepoel,South Africa,867.76
4714,Adomous Wright,USA,867.81
4715,Brock Burgi,USA,867.82
4716,Azizah Nur Hayati,Indonesia,867.94
4717,Pennueng Tippairote (เป็นหนึ่ง ทิพย์ไพโรจน์),Thailand,868.11
4718,Sergey Pileev,Russia,868.26
4719,Aatu Tuomisto,Finland,868.33
4720,Gianluca Placenti,Italy,868.4
4721,Franklin Ronquillo,Venezuela,868.4
4722,Jens Diewald,Germany,868.64
4723,Ville Kilpeläinen,Finland,868.92
4724,Carlos Chamizo Cano,Spain,868.96
4725,Jack Love,Australia,869.26
4726,António Gomes,Portugal,869.87
4727,Anastasia Kochetkova,Russia,869.91
4728,Yorick Brommer,Netherlands,869.93
4729,Johan Holmedahl,Sweden,870.12
4730,David Chong Kai Xiang,Malaysia,870.23
4731,Charlie Cooper,United Kingdom,870.39
4732,Anibal Salvador Gómez Alvarado,Mexico,870.41
4733,Felix Zarbock,Germany,870.48
4734,Mikey Moore,USA,870.63
4735,Vadzim Smirnou,Belarus,870.76
4736,Jonathan Monroy Morales,Mexico,871.01
4737,Josiah Zderad,USA,871.18
4738,Mingbin Zhang (张铭斌),China,871.31
4739,Jacob Stover,USA,871.72
4740,Aidan McBride,USA,871.86
4741,Thomas Herndon,USA,872.02
4742,Jacob Shum,Canada,872.05
4743,Stephen Hungs,Netherlands,872.57
4744,Lester Doyugan Jr.,Philippines,873.84
4745,Jakub Pietrzyk,Poland,873.93
4746,Harrison Michael Oberg,USA,874.34
4747,Kun Lu (陆堃),China,874.54
4748,Young He (何嘉炀),China,874.57
4749,Aulia Ismail Adhiim,Indonesia,874.62
4750,Izaac Lopez,USA,874.76
4751,Daniel Díaz Tello,Mexico,874.83
4752,Chengjun Zhao (赵承君),China,874.9
4753,Alexander Wagner,Germany,875.01
4754,Jindřich Halabala,Czech Republic,875.04
4755,Licong Yang (杨立聪),China,875.18
4756,Javier Tirado Ortiz,Spain,875.49
4757,Matt Bahr,USA,875.51
4758,Jean-Emil Reyes,Dominican Republic,875.54
4759,Harry Bernstein,USA,875.6
4760,Kuan-Yu Chen (陳冠宇),Taiwan,875.67
4761,Gavin Nelson,USA,875.97
4762,Santiago David Pulido Arias,Colombia,876.0
4763,Samuel Du,USA,876.36
4764,Ming Kim Low,Australia,876.46
4765,Kevin Chang Jon Kit,Singapore,876.68
4766,Serhii Koksharov (Сергій Кокшаров),Ukraine,876.94
4767,Yuntao Hu (胡云韬),China,877.02
4768,Nicole Wang,Canada,877.05
4769,Chris Hardwick,USA,877.26
4770,Adam Lucek,USA,877.7
4771,Christian Schiøtt,Denmark,877.77
4772,Theo Kurpierz,Germany,878.01
4773,Victor Daniel Suárez Gutiérrez,Mexico,878.12
4774,Kevin McIntee,USA,878.79
4775,Felix Schmidt,Germany,879.24
4776,Joshua Isaac Riofrio Calderon,Ecuador,879.28
4777,Carlo Nicolai Abana,Philippines,879.48
4778,Carson Caplan,Canada,879.54
4779,David Sestu,France,879.57
4780,Tim Handmer,Australia,880.15
4781,Brian Qiu,USA,880.22
4782,Yu-Hao Chen (陳宇浩),Taiwan,880.36
4783,Sándor Nágel,Hungary,880.7
4784,James Sangil,Philippines,880.97
4785,Pei-Yu Huang (黃培瑜),Taiwan,881.17
4786,Axel Skoglund,Sweden,881.23
4787,Karthikeyan Eswaran,India,881.34
4788,James Holdsworth,Australia,881.36
4789,Stefán Jónsson,Iceland,881.47
4790,Yuval Porat,Israel,881.58
4791,Brian Ruggles,USA,881.97
4792,Miles Lipka,USA,882.02
4793,Willy Breyer,Germany,882.25
4794,Daniel Dybwad Reierskog,Norway,882.57
4795,Darren Tang,Canada,882.61
4796,Chengzhi Yin (殷程智),China,882.79
4797,Nimai Kolega,Croatia,882.95
4798,Kirill Shalashov,Russia,883.1
4799,Jakub Lorens,Poland,883.1
4800,Bing-Ying Li (李秉穎),Taiwan,883.54
4801,Krzysztof Kuncki,Poland,883.72
4802,Ivan Litsov (Иван Лицов),Russia,883.88
4803,Peter Liu,Belgium,883.92
4804,Arzel Kyle Herrera,Philippines,884.13
4805,Jonas Schober,Germany,884.16
4806,Antonio Rafael Martín Barba,Spain,884.21
4807,Rodolfo Jepte Lutrania Mabanta,Philippines,884.46
4808,Gaël Dusser,France,885.25
4809,Pierre Lemerle,France,885.54
4810,Danila Dubovik,Belarus,885.63
4811,Jin-Han Guo (郭景翰),Taiwan,885.86
4812,Rosette Enoc,Philippines,886.12
4813,Sean Skinner,USA,886.89
4814,Damien Crémer,Belgium,886.98
4815,Oleh Perkovskyi (Олег Перковський),Ukraine,887.05
4816,Alexander Lau,United Kingdom,887.1
4817,Daniel Houghton,Switzerland,887.25
4818,Julian Sico,New Zealand,888.23
4819,Akula Sai Kumar,India,888.23
4820,Samay Saini,India,888.39
4821,Luiz Fellipe Oliuza Leal Silva,Brazil,888.44
4822,Matthew Dickman,USA,888.46
4823,Alexander Gorchackov,Russia,888.59
4824,Moon Bum-Seok,Korea,888.94
4825,Clément Gallet,France,889.04
4826,Casper Appelberg,Australia,889.09
4827,Dian Hayati,Indonesia,889.45
4828,Yonglin Wang (王勇霖),China,889.46
4829,Ke Pan (潘轲),China,889.54
4830,Ji-Siang Jian (簡季湘),Taiwan,889.62
4831,Zachary McWilliams,USA,889.93
4832,Berengar Frankenberger,Germany,889.97
4833,Linus Schukraft,Germany,890.25
4834,Zining Zhan (詹子宁),China,890.3
4835,Thomas Pettersson,Sweden,890.69
4836,Jake Mayer,USA,890.91
4837,Yunmai Hou (侯云迈),China,891.02
4838,Hugo Presa Martínez,Spain,891.56
4839,Michael Zheng,Canada,891.91
4840,Fengyao Zhi (支烽耀),China,891.94
4841,Santiago Vacacela,Ecuador,892.28
4842,Brandon Yan,Australia,892.7
4843,Leonhard Kehrberger,Germany,893.28
4844,Matías Cisterna Rocco,Chile,893.35
4845,Murillo Gomes Otero,Brazil,893.89
4846,Adithyaa Anand,India,894.06
4847,Omar Isidro Santos,Mexico,894.1
4848,Adrian Stromski,Poland,894.16
4849,Zihao He (何梓豪),China,894.29
4850,Ilkyoo Choi (최일규),Korea,894.6
4851,Mikhail Denisov,Russia,894.76
4852,Maciej Kawiński,Poland,894.8
4853,Robin Geiser,Switzerland,895.19
4854,Jincheng Wang (王金程),China,895.19
4855,Kacper Szumigaj,Poland,895.31
4856,Leigh Carnohan,United Kingdom,895.96
4857,Yi Tao (陶羿),China,896.03
4858,Manuel Alejandro Flórez,Colombia,896.15
4859,Artem Fokin (Артем Фокін),Ukraine,896.71
4860,Andrew Coghill,United Kingdom,897.12
4861,Fletcher Cutting,Australia,897.69
4862,José Octavio Martínez Soto,Mexico,897.89
4863,Federico Mendez,Uruguay,898.1
4864,Gabriel Sungcad,Philippines,898.13
4865,Bernett Orlando,India,898.14
4866,António Dias,Portugal,898.28
4867,Jason Baum,USA,898.43
4868,Kalyani H. Kiran,India,898.45
4869,Li Haoming (利浩铭),China,898.46
4870,Roberto Estrada Mireles,Mexico,898.5
4871,Jae-Young Park,Korea,898.51
4872,James Hamm,Ireland,898.88
4873,Sergio Ortiz Rodríguez,Spain,899.07
4874,Quentin McLean,USA,899.12
4875,Craig Bouchard,Canada,899.8
4876,Dominik Beese,Germany,899.84
4877,Aron Levi Sigmundsson,Sweden,899.88
4878,Bailey Taminiau,Australia,899.89
4879,Maximilian Verrieth,Germany,900.14
4880,Zhulu Ke (柯助錄),Macau,900.18
4881,Sophia Schmoll,Germany,900.22
4882,Ustsin Vashchanka,Belarus,900.54
4883,Damian Skrzypiec,Poland,900.63
4884,Manuel de Jesus Martinez Vences,Mexico,900.86
4885,Uku Kruusamägi,Estonia,900.88
4886,Trey Tonneson,Canada,901.06
4887,Tiffany Soh (蘇明珠),Malaysia,901.12
4888,Zachary Francis,Canada,901.22
4889,Tan Wei Ken,Malaysia,901.53
4890,Nicolas Bell,USA,901.58
4891,Jensen Birdwell,USA,901.77
4892,César Cornejo Soldevilla,Peru,901.98
4893,Bálint Világos,Hungary,902.06
4894,Matej Bolta,Slovenia,902.33
4895,Gang Duan (段钢),China,902.94
4896,Stev Fivez,Belgium,903.52
4897,JaeYoung Chun (천재영),Korea,903.8
4898,Mehul Chaudhari,USA,903.83
4899,Worasil Bunpeam (วรศิลป์ บุญเปี่ยม),Thailand,903.93
4900,Mateusz Litka,Poland,903.95
4901,Peter Osudar,Canada,904.06
4902,Benjamin Addinsall,Australia,904.16
4903,Roman Fesenko,Russia,904.31
4904,Gerard McGinley,Australia,904.37
4905,Javier Garza Pedraza,Mexico,904.59
4906,Daniel Lo,USA,904.6
4907,Kenneth Pérez Arias,Mexico,904.77
4908,Nicolas Fitzgerald Muñoz Herrera,Colombia,904.87
4909,Samuel Adrián Pérez Loya,Mexico,905.06
4910,Oksana Tyvodar,Ukraine,905.09
4911,Daniel Giovanni Martínez Sandoval,Mexico,905.83
4912,Payton Swearingen,USA,906.1
4913,Jerry Jiang,New Zealand,906.2
4914,John Benwell,USA,906.27
4915,Adrian Alamo Gutierrez,Mexico,906.65
4916,Pierre Lauprêtre,France,906.94
4917,Zayed Muneer,India,907.05
4918,Richard Mongan,United Kingdom,907.73
4919,Laura Tarrés Gimeno,Spain,907.79
4920,Hudson Mackay,Canada,908.04
4921,Kyler Dewerd,USA,908.78
4922,Wenlong Tang (唐文龙),China,909.2
4923,Shresth Shah,India,909.52
4924,Attila Homok,Hungary,909.81
4925,Karin Ficher,Israel,909.9
4926,Anton Krokhmal (Антон Крохмаль),Ukraine,910.13
4927,Sinéad Cleary,Ireland,910.38
4928,Joseph Norton,USA,910.6
4929,Liliana Leiva,Argentina,910.87
4930,Anders Lassesen Naug,Norway,911.0
4931,Rafał Waryszak,Poland,911.04
4932,Trisnanda Setiadi,Indonesia,911.36
4933,Bryan Lindsley,USA,911.44
4934,Blake Bowers,Ireland,911.77
4935,Tao Chen (陈涛),China,912.12
4936,Adinath Durugkar,India,912.47
4937,Kai Jiptner,Germany,912.91
4938,Simone Canova,Italy,913.33
4939,Mohammad Irfan Bin Mohammad Shamshul Amri,Malaysia,913.7
4940,Tianyi Qi (齐天一),China,913.76
4941,Shawn Poh,Malaysia,913.98
4942,Krzysztof Ślusarski,Poland,914.14
4943,Andrew Robey,USA,914.29
4944,Patryk Stachyra,Poland,914.35
4945,Dániel Nyikos,Hungary,914.52
4946,David Enoch Wiley,USA,914.84
4947,Yuto Date (伊達優人),Japan,914.95
4948,Brendan James Gray,South Africa,915.09
4949,Aditya Hari,India,915.23
4950,Arvid Skarrie,Sweden,915.71
4951,Michał Mendocha,Poland,915.83
4952,Evan Dueck,Canada,915.9
4953,Liu Cheng-Wei (劉正威),Taiwan,916.14
4954,Richard Dyntera,Czech Republic,916.44
4955,Maksim Gaponov (Максим Гапонов),Russia,916.47
4956,Márton Bendegúz Kós,Hungary,916.87
4957,Fakhruzi Asrial Efransyah,Indonesia,917.18
4958,Maurice Kieffer,France,917.46
4959,Victor Emilio Machado,Ecuador,917.68
4960,Diogo Ribeiro de Almeida,Brazil,917.77
4961,Christopher Cervania,Canada,917.99
4962,Jan Wunderlich,Germany,918.73
4963,Máté Müller,Hungary,918.77
4964,Karla Gem Gapud Delavente,Philippines,918.78
4965,Reid Flasinski,USA,919.14
4966,Eduardo Villalba,Paraguay,919.61
4967,Tianqi Zhuang (庄添祺),China,920.21
4968,Simon Thon,Canada,920.22
4969,Joshua Graham,Canada,920.3
4970,Alexandra Daryl Ariawan,Indonesia,920.98
4971,Clément Valot,France,921.1
4972,Takuro Kawamoto (川本琢朗),Japan,921.27
4973,William Turton,United Kingdom,921.39
4974,Frederick Zheng,USA,921.49
4975,Guangye Zhang (张广业),China,921.74
4976,Matthew Alford,United Kingdom,921.9
4977,Robin McGaha,USA,922.0
4978,Sula Mareska,USA,922.07
4979,Krystian Czudej,Poland,922.22
4980,Michael Taran,Australia,922.25
4981,Jenson Brown,USA,922.35
4982,Zacháry Dorris,USA,922.98
4983,Hector Peeters,Belgium,923.0
4984,Raúl Morales Hidalgo,Spain,923.13
4985,Lucas Scheiper,Germany,923.35
4986,Peyton James Hulett,USA,924.17
4987,Manuel Guse,Germany,924.31
4988,Yuxuan Wang (王宇轩),China,924.32
4989,Niklas Rentz,Germany,924.42
4990,Evgeny Akivis,Russia,924.79
4991,Milo Jacquet,USA,924.84
4992,Ondrej Chudicek,Czech Republic,925.24
4993,Anssi Vanhala,Finland,925.31
4994,Arturo Muñoz García,Mexico,925.4
4995,Alberto Ludeña Peirado,Spain,925.82
4996,Ilham Ridhwan Kharisma Yudha,Indonesia,926.3
4997,Viktor Rudnev (Виктор Руднев),Russia,926.4
4998,Javier Rangel,Venezuela,926.72
4999,Albertus Hastomo Sutanto,Indonesia,926.77
5000,Yann Droy,France,926.88
5001,Laetitia Lemoine,France,927.27
5002,Karthik Anantharaman,India,927.28
5003,Ryohei Yoshioka (吉岡亮平),Japan,927.51
5004,Grzegorz Dzikiewicz,Poland,928.56
5005,Christian Suttner,Germany,929.03
5006,Kenneth Svendson,Denmark,929.2
5007,Andre Cichon,Germany,930.28
5008,Ben Hart,USA,930.72
5009,Marcus Hagman,Sweden,931.03
5010,Konrad Pajączek,Poland,931.04
5011,Adrian Freund,Germany,931.13
5012,Crimson Rizzo,USA,931.73
5013,Mykola Trotsenko (Микола Троценко),Ukraine,931.82
5014,Kylie Zwiers,Canada,932.05
5015,Dylan The,Australia,932.32
5016,Vishal Malik,India,932.69
5017,Donguk Kim (김동욱),Korea,932.75
5018,Weifeng Huang (黄伟峰),China,933.25
5019,Teemu Tiinanen,Finland,933.42
5020,Bowen Powers,USA,934.06
5021,Tseren Tyurbeev,Russia,934.29
5022,Randy Price,USA,934.3
5023,Angus Hamill,United Kingdom,934.55
5024,István Szepesi-Nagy,Hungary,934.7
5025,Ben Colwell,USA,934.88
5026,Ruby van Vliet,Australia,935.08
5027,Max Sjöberg,Sweden,935.33
5028,Mykyta Tytar (Микита Титарь),Ukraine,935.39
5029,Alif Reza Nurhadi,Indonesia,935.43
5030,Milutin Živković,Serbia,935.49
5031,Daniel Gloppestad Bajer,Norway,935.69
5032,Ali Antar,Egypt,935.92
5033,Maxwell Bryn,USA,936.01
5034,Arsen Jalalyan,Canada,936.2
5035,Caleb Fox,USA,936.47
5036,Daniil Arkhipov,Russia,936.47
5037,Ge Song (宋鸽),China,937.36
5038,Victor Alexander Stolarczyk,Denmark,937.51
5039,Dmitry Karyakin,Russia,937.91
5040,Ludvig Sahlström,Sweden,938.78
5041,Nicholas Eppingstall,Australia,938.94
5042,Leif Behrens,Germany,939.82
5043,Brando Hernandez Banuelos,Mexico,940.05
5044,Taha Ben Salah,Tunisia,940.27
5045,Dimitri Dennis,USA,940.36
5046,David Edwards,Australia,940.39
5047,Hilmar Magnusson,Iceland,941.07
5048,José Armando Escamilla Ángeles,Mexico,941.16
5049,William St. Clair,USA,941.26
5050,Diego Moraes,Uruguay,941.4
5051,Hampus Hansson,Sweden,941.51
5052,Francisco José Campos Rocamora,Spain,941.63
5053,Tobias Daneels,Belgium,941.91
5054,Jack Matherly,USA,942.36
5055,Tim Major,Australia,942.53
5056,Ian Drake,USA,942.66
5057,Christian Ruckli,Switzerland,942.71
5058,Kim Dae Hoon (김대훈),Korea,942.87
5059,Shaden Smith,USA,942.92
5060,Chris Tabar,USA,943.14
5061,Martín Ulises Villa Urisman,Chile,943.99
5062,Timon Veurink,Netherlands,944.11
5063,Chris Martin,USA,944.18
5064,Brandon Rainey,USA,944.73
5065,Sinpei Araki (荒木慎平),Japan,944.9
5066,Robert Reed,United Kingdom,945.03
5067,Vincent Bruns,Germany,945.37
5068,Christophe Grosjean,Switzerland,945.69
5069,Stefan Pochmann,Germany,945.77
5070,Albert Böhm,Austria,946.29
5071,Álvaro Iturbe Jabaloyes,Spain,946.35
5072,Nicolay Roness,Norway,946.49
5073,Titouan Salvery,France,946.53
5074,Slater Metz,USA,946.68
5075,Nicolas Brassard,USA,946.8
5076,Feng Cheng (成丰),China,947.9
5077,Faheem Arif,India,947.96
5078,Aaron McPhee,Canada,948.1
5079,Lars Galliker,Switzerland,948.1
5080,Bailey Loukinen,USA,948.11
5081,Lorenzo Guarini,Italy,949.09
5082,Javier Martínez Bautista,Mexico,949.43
5083,Nikita Chistyakov,Belarus,949.57
5084,Loïc Petit,France,949.72
5085,Jiwon Yoon (윤지원),Korea,949.82
5086,Omkar Kibe,India,950.06
5087,Andrew Clayton,USA,950.5
5088,Daniel Dorado,Colombia,950.78
5089,Christina Hafner,Germany,951.3
5090,Nathaniel Elijah Paz,USA,951.69
5091,Auguste Olivry,France,951.91
5092,Gabriel Pinheiro,Brazil,952.79
5093,Markko Eduardo Rivera Hernández,Mexico,952.91
5094,Chang Hexiang,Singapore,953.0
5095,Mix Chang (张健),China,953.22
5096,Ethan Christopher Cates,USA,953.39
5097,Nikodem Paluczek,Poland,953.43
5098,Alejandro Barreto López,Colombia,953.58
5099,Xerxes Sagalongos,Philippines,953.89
5100,Frederik Dalgaard Moroder,Denmark,954.07
5101,Firdaus Kaimuddin HP,Indonesia,955.08
5102,Johannes Rueben,Germany,956.22
5103,Alexandre Gaumont-Cossette,Canada,956.37
5104,Sam Warner,United Kingdom,956.64
5105,Fridolin Hunziker,Switzerland,957.02
5106,Mykhailo Danylyshyn (Михайло Данилишин),Ukraine,957.29
5107,Martin Silvestri,Switzerland,957.68
5108,William Grooms,USA,957.79
5109,Óscar Roldán Blay,Spain,957.83
5110,Gabriela Gierasimiuk,Poland,958.0
5111,Nicolò Simone,Italy,958.01
5112,Nathaniel Ross,USA,958.67
5113,Filip Jurczak,Poland,959.12
5114,David Santiago Medina Puerto,Colombia,959.13
5115,Pol Colomé Cuenca,Spain,959.19
5116,Marco Edoardo Cittar,Italy,960.76
5117,Eduardo Bernieri Schiavon de Andrade,Brazil,960.87
5118,Cezary Mach,Poland,961.0
5119,Víctor Lucas Rosada Canesin,Brazil,961.08
5120,Siddharth Manchkanti,USA,962.0
5121,Jack Vernon Gentile,USA,962.77
5122,Mantas Sidabras,Lithuania,962.87
5123,Cristo Devinco,Indonesia,962.9
5124,Yaroslav Kulayev (Ярослав Кулаев),Russia,962.95
5125,Ruijie Wang (王睿杰),China,963.12
5126,Haydn McLennan,Australia,963.23
5127,Adam Pugner,Czech Republic,963.85
5128,Jurgens Filiaggi,Venezuela,963.96
5129,Matej Žitňan,Slovakia,964.51
5130,Zhengyang Zhang (张正阳),China,964.52
5131,Samuel Tong,USA,965.46
5132,John Edward Pardo Avila,Colombia,965.94
5133,Nghiêm Xuân Bách Khoa,Vietnam,966.95
5134,Cedar Wiseman,USA,967.03
5135,Vladislav Kidakov,Russia,967.5
5136,Luis Daniel Rodríguez Romo,Mexico,967.62
5137,Balthazar Maignan,France,967.66
5138,José Antonio Uribe Toledo,Mexico,968.86
5139,Igor Butter Leão de Freitas,Brazil,969.03
5140,Hakan Deniz,Netherlands,969.69
5141,Melvin Stephanus Hans,Indonesia,969.85
5142,Piotr Michał Padlewski,Poland,970.64
5143,Pontus Kristiansson,Sweden,971.33
5144,Thom Sutcliffe,United Kingdom,971.4
5145,Gabriel Henrique Cabral Barthasson,Brazil,971.72
5146,Nikola Dimitrovski,North Macedonia,971.78
5147,Szabolcs Balázsi,Hungary,972.38
5148,Brendan Reif,USA,972.71
5149,Stefania Petcu,Romania,972.72
5150,Dominik Tadej,Poland,974.14
5151,John Paul Custodio,Philippines,974.91
5152,Francisco Thales Rocha Sousa,Brazil,975.35
5153,Johannes Wimmer,Germany,975.5
5154,Kalman Levitin,USA,975.52
5155,Marvin Strehl,Germany,975.65
5156,Adrian Tadulan,Philippines,975.91
5157,Matthew Simpson,Canada,975.95
5158,Riadi Arsandi,Indonesia,976.22
5159,Rafael Werneck Cinoto,Brazil,976.92
5160,Patrick Elliott,USA,976.92
5161,Rahul Kadukar,India,977.53
5162,Stephanie Chow,USA,977.88
5163,Fan Yu (余帆),China,978.29
5164,Neel Mehta,India,979.3
5165,Hanns Hub,Germany,979.51
5166,Roman Yakobyshyn (Роман Якобишин),Ukraine,979.97
5167,Matheus Oliveira Silva,Brazil,980.46
5168,Vishal Mohanraju,India,980.5
5169,Brian Kim,Korea,981.34
5170,Francisco Gallego Salido,Spain,981.37
5171,Timofey Dementev,Russia,981.91
5172,Jesús Isaac Díaz González,Mexico,981.95
5173,Sakib Ibn Rashid Rhivu,Bangladesh,982.16
5174,Oliver Frost,United Kingdom,982.38
5175,Reiner Thomsen,Germany,982.63
5176,Arkadiusz Żynel,Poland,982.69
5177,Leonel Torres,Ecuador,983.15
5178,Rich Tayag,USA,983.23
5179,Zen Zuiker,USA,983.6
5180,Cesare Paulin,Italy,983.61
5181,Marco Vieri Julian,Indonesia,984.2
5182,David Addison Reid,USA,984.43
