Rank,Name,Country,Single
4271,Chun-Ting Kuo (郭俊廷),Taiwan,798.52
4272,Kayla Brown,USA,798.54
4273,Thomas Imada,Canada,799.22
4274,Anthony Forcione,USA,799.45
4275,Ivan Matthews,USA,799.48
4276,Chris Dueck,United Kingdom,799.53
4277,Nguyễn Đức Tuấn,Vietnam,799.99
4278,Harry Shaw,USA,800.09
4279,Angelo Piccolella,Italy,800.19
4280,John Harris,USA,800.32
4281,Jakub Vlček,Czech Republic,800.38
4282,Jiacheng Chen (陈佳丞),China,800.58
4283,Samuele Cancemi,Italy,800.62
4284,Daryn Abdraman (Дарын Абдраман),Kazakhstan,800.68
4285,Peter Greninger,USA,801.03
4286,Leonard Ewerbeck,Germany,801.07
4287,Sam Cooperman,USA,801.1
4288,Rodrigo Maizo Fernandez,Bolivia,801.6
4289,Josiah Samuel Saysombath,USA,801.73
4290,Sam Shaw,United Kingdom,801.78
4291,Jonathan Papa,Philippines,802.05
4292,Yun-Ju Hsieh (謝昀儒),Taiwan,802.07
4293,Kirill Kharitonov,Russia,802.12
4294,Colin Whelan,Canada,802.29
4295,Adam Pietrzak,Poland,802.6
4296,Feruz Gulomov,Uzbekistan,802.93
4297,Axel Häck,Germany,803.0
4298,Matthew Hollinger,USA,803.12
4299,Leonardo Fuchsloch,Germany,803.45
4300,Lucas Nieuwland,Canada,803.78
4301,Azat Sarsembaev (Азат Сарсембаев),Kazakhstan,803.8
4302,Ryan Schock,USA,803.83
4303,Bradley Vrooman,USA,804.27
4304,Bogdan Grigoruţă,Romania,804.35
4305,Parth Chhugani,India,804.52
4306,Juan Andres Ruiz Polo,Colombia,804.53
4307,Edward Mendez,Guatemala,804.56
4308,Bartłomiej Olechno,Poland,804.64
4309,Paul Sanchirico,USA,805.26
4310,Kevin Vanegas Diaz,Colombia,805.36
4311,Dieter Amberger,Austria,805.4
4312,Dmitry Korolev,Russia,805.44
4313,Russell Johnson,USA,805.81
4314,John Black,USA,805.83
4315,Manuel Ernesto Torres Vega,Chile,806.09
4316,Muhammed Enes Ertaş,Turkey,806.1
4317,Ilie-Laurenţiu Soare,Romania,806.25
4318,Rasmus Händén,Sweden,806.39
4319,Alex Bohac,USA,806.72
4320,Chawon Kang (강차원),Korea,806.8
4321,Andreas Bahr,Germany,806.81
4322,Máté Horváth,Hungary,806.93
4323,Tim Rinehart,USA,806.96
4324,Muyi Yang (杨慕屹),China,806.98
4325,Tim Habermaas,Germany,807.35
4326,Ian Esteban Alvarez Huicochea,Mexico,807.46
4327,Pedro Santos Guimarães,Brazil,807.7
4328,Pasquale Lombardozzi,Italy,807.76
4329,Zain Abdul Rehman,India,808.07
4330,Imran Mehedi Nabil,Bangladesh,808.08
4331,Connor Breen,USA,808.09
4332,Ilia Rashidi (ایلیا رشیدی),Iran,808.15
4333,Zachary Miller,USA,808.29
4334,Jolina Chen,Australia,808.32
4335,Matteo Mazzini,Italy,808.47
4336,Paul Galioto,USA,808.49
4337,László Bauer,Hungary,808.54
4338,Alexis Arturo Carmona Becerril,Mexico,808.62
4339,Siyu Gu (顾思宇),China,808.86
4340,Diana Danylyshyn (Діана Данилишин),Ukraine,808.92
4341,Griffin Clem,Canada,809.05
4342,Cesar Rios Carcaño,Mexico,809.32
4343,Heng Zheng Ming,Malaysia,809.38
4344,Ben Campbell,USA,809.54
4345,Vladimir Lebedev,Russia,809.72
4346,Iván Brigidano Pérez,Spain,809.92
4347,Alexander Olleta del Molino,Spain,809.93
4348,Akın Köse,Turkey,809.94
4349,Edwin de Assis Reyes Morales,Mexico,810.01
4350,Stepan Kuryshev (Степан Курышев),Russia,810.15
4351,Zachary Chan,Singapore,810.28
4352,Artūrs Vasiļjevs,Latvia,810.31
4353,Maciej Jagiełło,Poland,810.32
4354,Théo Monteau,France,810.58
4355,Jesse Tipton,South Africa,810.64
4356,Anunak Roy,India,810.77
4357,Sandy Ardianto,Indonesia,810.84
4358,Lars Vennike Nielsson,Denmark,810.87
4359,Dorian Péglion,France,810.89
4360,Gabriel Alejandro Orozco Casillas,Mexico,810.91
4361,Timothy Edegran Gren,Sweden,811.11
4362,Ethan Kaiser,USA,811.22
4363,Shengyang Han (韩盛旸),China,811.42
4364,Jason Hunt,USA,811.47
4365,Alexandros Efremidis,Greece,811.49
4366,Si-hyeon Byeon (변시현),Korea,811.86
4367,Hugo Leonardo de Oliveira Melo,Brazil,812.1
4368,Markus Wolf,Germany,812.1
4369,Sandesh Patil,India,812.11
4370,Lukas Kint,Belgium,812.29
4371,Jameson O'Connor,USA,812.4
4372,Helmut Heilig,Germany,812.45
4373,Matthew Leavitt,USA,812.47
4374,Brad Hoffman,USA,812.74
4375,Charles Saroff,USA,812.85
4376,Brendan Forish,USA,813.08
4377,Paweł Tomal,Poland,813.15
4378,Zakary Goldinger,USA,813.18
4379,Gustavo Penaforte Brito,Brazil,813.19
4380,John Gray,USA,813.45
4381,Luis Flores,Bolivia,813.75
4382,Jiexing Zhang (张杰星),China,813.86
4383,Jianyu Que (阙剑宇),China,814.16
4384,Trần Đăng Quang,Vietnam,814.35
4385,Dmitry Rodin (Дмитрий Родин),Russia,814.38
4386,Adrian Dudek,Poland,814.42
4387,Khalil Meer,United Kingdom,814.56
4388,Sergey Ryabko,Russia,814.58
4389,Wuxiao Dong (董毋小),China,814.7
4390,Kevin Theodore,Indonesia,814.91
4391,Giacomo Monco,Italy,814.98
4392,Egor Ermolaev,Russia,815.07
4393,Borjan Baboski,North Macedonia,815.28
4394,Grzegorz Fijałkowski,Poland,815.34
4395,Elias Malomgré,Belgium,815.39
4396,Gaëtan Fragnière,Switzerland,815.57
4397,Yikang Xie (谢轶康),China,815.6
4398,Malik Beytrison,Switzerland,815.62
4399,Maximilian Grote,Germany,815.75
4400,Fernando Sáez Lázaro,Spain,815.88
4401,Balázs Simon,Hungary,815.88
4402,Matthew A. Horan,Ireland,816.32
4403,Alex Wheeler,USA,816.35
4404,Briar Barron,Canada,816.38
4405,Ali Teimori (علی تیموری),Iran,816.74
4406,Yucheng Ma (马宇骋),China,817.13
4407,Marcus Daniel Shirk,USA,817.27
4408,Nguyễn Đức Huy,Vietnam,817.58
4409,Krzysiek Pradela,Poland,817.67
4410,Chase Andre,USA,818.0
4411,Erlian Saputra,Indonesia,818.16
4412,Nikita Razzamazov (Никита Раззама́зов),Russia,818.19
4413,Guillain Potron,France,818.45
4414,Yihao Zhao (赵羿皓),China,818.46
4415,Antonis Kokkinakis,Greece,818.78
4416,Ng Yong Teng,Singapore,818.97
4417,George Austin,United Kingdom,819.02
4418,Jordi Borrell,Spain,819.06
4419,Christopher Lau,United Kingdom,819.11
4420,Gabriel Agustin Velarde,Argentina,819.18
4421,Louis Oulès,France,819.2
4422,Gabriel Dechichi Barbar,Brazil,819.26
4423,Henrik Linus Pauly,Germany,819.35
4424,Honami Takeuchi (竹内保奈美),Japan,819.35
4425,Arvin Mangeri (آروین مانگری),Iran,819.39
4426,Cyprian Doza,Poland,819.6
4427,Radu Făciu,Romania,819.62
4428,Aldair Coronel Ruíz,Mexico,820.68
4429,Mikołaj Dorosiński,Poland,820.9
4430,Joseph Bramhall,Canada,820.93
4431,Arley Zárate Challapa,Bolivia,821.18
4432,Jacob Chenitz,USA,821.25
4433,Theodor Boaz Pedersen,Denmark,821.36
4434,Gavin Li,Australia,821.53
4435,Mary Hennessy,Ireland,821.55
4436,Jair Sosa,USA,822.03
4437,Mingde Liu (刘明德),China,822.16
4438,Zhaoli Zheng (郑召利),China,822.41
4439,Dominic Cater,USA,822.44
4440,Zhijun Li (李芷筠),China,822.46
4441,Fabio Bini Graciose,Brazil,822.51
4442,Paweł Król,Poland,822.6
4443,Maksym Kashliatskyi (Максим Кашлятський),Ukraine,822.71
4444,Ross Svensson-Hornbostel,Canada,822.74
4445,Gonzalo Orellana Barrasa,Spain,822.78
4446,Lukas Rettler,Germany,823.05
4447,Sanna H. Skarstad,Norway,823.11
4448,Adam Bowers,USA,823.22
4449,Raffi Mirzoyan (Րաֆֆի Միրզոյան),Armenia,823.43
4450,Kieran Kaempen,USA,823.54
4451,David Verdooren Flórez,Colombia,823.8
4452,Shifei Dai (代时飞),China,823.94
4453,Brandon Mikel,USA,824.02
4454,Andrei dos Santos,Brazil,824.27
4455,Ágoston Török,Hungary,824.61
4456,Mike Hughey,USA,824.65
4457,Dani Watson,USA,824.7
4458,Aleksandar Arsovski,North Macedonia,824.86
4459,Zaid Doofesh (زيد دوفش),Jordan,825.03
4460,Ivan Osovik,Russia,825.16
4461,Jorge Moreno Aguilera,Spain,825.32
4462,Fang Qin (秦方),China,825.43
4463,Kevin Kim,Germany,825.64
4464,Jonas Westgård,Norway,825.87
4465,Edvard Hove,Norway,825.96
4466,Jainendra Jain,India,826.08
4467,Tomasz Bartosiński,Poland,826.15
4468,Kevin Zhou,USA,826.24
4469,James Lanagan,USA,826.35
4470,Ramon Antonio Simon Valdestamon,Philippines,826.38
4471,Wei-Sheng Li (李維勝),Taiwan,826.48
4472,Natanael Lundberg,Sweden,826.55
4473,Manu Vereecken,Belgium,826.62
4474,Ethan Potinsky,USA,826.65
4475,Owen Cameron,USA,826.68
4476,Kevin Zeng,USA,826.79
4477,Yu-Kuan Chang (張宇寬),Taiwan,826.79
4478,Justin Kalan,USA,826.89
4479,Alexandru Balan,Romania,827.32
4480,Kilambi Satvik,India,827.35
4481,Holger Rasmussen,Denmark,827.64
4482,Can Mao (毛灿),China,827.92
4483,Brúnó Bereczki,Hungary,828.17
4484,Esteban Fuentes Vivaldo,Mexico,828.22
4485,Sebastian Barfod,Denmark,828.31
4486,Piotr Janiuk,Poland,828.32
4487,Yufei Gao (高宇飞),China,828.41
4488,Jakub Chaloupka,Czech Republic,828.42
4489,Timo Forsthofer,Germany,828.71
4490,Yongan Liu (刘永安),China,828.8
4491,Mark Pedroza,USA,829.03
4492,Lorenzo Bonoan,Philippines,829.07
4493,Jonathan Pang,Australia,829.09
4494,Christian Lacquio,Philippines,829.24
4495,Arturo Medina Abad,Mexico,829.26
4496,Hariharan Sachidanandam,India,829.77
4497,Andrii Kompaniiets (Андрій Компанієць),Ukraine,829.97
4498,Vasile Dan,Romania,830.08
4499,Max Kolkmann,Germany,830.27
4500,Adrian Oon,Australia,830.32
4501,Kehan Jin (金可含),USA,830.43
4502,Marco Belotti,Italy,830.53
4503,Kamil Rozmus,Poland,830.76
4504,Shiqiang Sang (桑世强),China,830.93
4505,Mateusz Gołaś,Poland,830.99
4506,Nicolas Kepper,Germany,831.24
4507,Emanuele Lamon,Italy,831.24
4508,Miguel Castillo Barajas,Mexico,831.28
4509,Yuhan Tao (陶宇晗),China,831.8
4510,Lucas Daniel,Brazil,831.95
4511,Keshen Qin (秦可珅),China,832.18
4512,Tristan Steeves,USA,832.6
4513,Hampus Hellqvist,Sweden,832.78
4514,Michał Roszak,Poland,833.21
4515,Tomasz Piechowski,Poland,833.66
4516,Erik Červek Roškarič,Slovenia,834.26
4517,Katsuki Takahashi (高橋勝紀),Japan,834.29
4518,Lorenz Hurlet,Belgium,834.48
4519,Patrick Harnisch,Germany,834.52
4520,Alexandre Chery,France,834.91
4521,Tim Vergeer,Netherlands,835.24
4522,Anderson Ferreira Batista,Brazil,835.25
4523,Rui Yang (杨睿),China,835.3
4524,Gints Aleksandrs Dreimanis,Latvia,835.42
4525,Kacper Stacha,Poland,835.47
4526,Mark Angelo Reyes,Philippines,835.55
4527,Chen-Kuang Chiu (邱晨光),Taiwan,835.67
4528,Lê Hoàng Công Thành,Vietnam,835.87
4529,Ojasvi Sharma,Canada,835.88
4530,Zuhayr Muhammad Haq,Australia,835.88
4531,Karl Choi,Germany,836.12
4532,Joshua Costantini,USA,836.23
4533,Alexandr Novosyolov,Russia,836.36
4534,Raymond Zhao,Canada,836.39
4535,Alfian Nur Rafli Huzaini,Indonesia,836.4
4536,Danylo Harbar (Данило Гарбар),Ukraine,836.51
4537,Garai Medrano Kareaga,Spain,836.57
4538,Allan Ortega,Philippines,836.66
4539,Crimson Rizzo,USA,836.79
4540,Bautista Javier Ramin,Germany,836.89
4541,Roy Janssens,Belgium,836.96
4542,Hiago Souza da Silva,Brazil,837.14
4543,David Prütting,Germany,837.49
4544,Yang Chen (陈扬),China,837.66
4545,Samuel Jehanno,France,837.69
4546,Cole Breuer,USA,837.74
4547,Simon Shimel,USA,837.87
4548,Andriuth Peña,Venezuela,837.98
4549,Thor Muto Asmund,Denmark,838.16
4550,Paolo Jose Panganiban,Philippines,838.3
4551,Anthony Shao,New Zealand,838.36
4552,Noah Segal,USA,838.57
4553,Rodrigo Gómez Araya,Chile,838.74
4554,Filip Obreja,Romania,838.94
4555,Ian Gilham,USA,838.98
4556,Lars Ulveseth,Norway,839.09
4557,Shengcheng Chang (昌盛成),China,839.14
4558,Brian Burchett,USA,839.3
4559,Ilham Fikriya Darmawan,Indonesia,839.34
4560,Jinlin Jiang (江锦林),China,839.41
4561,Rio Garnida,Indonesia,839.43
4562,Titus Howlett,USA,839.46
4563,Leon Max Unbehaun,Germany,839.79
4564,Jack Cai,Australia,840.26
4565,Pietro Angelillo,France,840.32
4566,Nikhil Mande,India,840.45
4567,Sebastian Astudillo,Chile,840.45
4568,Anđela Zečević,Montenegro,840.76
4569,Nishad Khade,India,840.85
4570,Muhammad Rashid Elias,Malaysia,840.9
4571,Koen Arens,Netherlands,840.97
4572,Riley Naidoo,South Africa,841.41
4573,Elio Estrada Valdéz,Mexico,841.59
4574,Ethan Carter Edwards,USA,841.74
4575,Emil Schwarz,Germany,841.77
4576,Ciro Vignotto,Italy,841.99
4577,Takeshi Hino (日野健志),Japan,842.05
4578,Nicholas Baker,Australia,842.13
4579,Yongbin Zhao (赵勇镔),China,842.36
4580,Jonatan Miramontes Alcala,Mexico,842.53
4581,Artem Sydorchuk (Артем Сидорчук),Ukraine,842.65
4582,Joey Tarnowski,USA,842.75
4583,Alp Terliksiz,Turkey,842.85
4584,Tomoaki Okayama (岡山友昭),Japan,843.21
4585,Alejandro Barrera Perez,Mexico,843.39
4586,Yanlong Li (李炎龙),China,843.54
4587,Guus van der Goes,Netherlands,843.86
4588,Taiji Yi (易泰基),China,844.06
4589,Peizhou Zhang (张沛洲),China,844.13
4590,Zesong Yuan (苑泽松),China,844.51
4591,Yang Jiao (焦阳),China,844.52
4592,Kavin Tangtartharakul,USA,844.63
4593,August Phye,USA,845.07
4594,Brad Vorjohan,USA,845.24
4595,Dušan Zakelšek,Slovenia,845.39
4596,Ignacio Ortiz,Chile,845.52
4597,Dragoş Mihai Cadariu,Romania,845.63
4598,Alejandro de Jesús Romero Serrano,Mexico,846.08
4599,Bennet Wichmann,Germany,846.16
4600,Conor Sheridan,Ireland,846.43
4601,Jiachi Han (韩佳池),China,846.6
4602,Vladimir Chekurin,Belarus,846.72
4603,Geoffrey Hartnell,United Kingdom,846.99
4604,Grigoriy Andreev,Russia,847.16
4605,Fiona Wang,Australia,847.19
4606,Robert Paus,Germany,847.32
4607,Nolan Tusing,USA,847.55
4608,Tzu-Heng Lin (林子恆),Taiwan,847.99
4609,Tse-Kan Lin (林哲侃),Taiwan,848.29
4610,Ivan Yachmenev (Иван Ячменев),Russia,848.7
4611,Davide Arnesano,Italy,849.16
4612,Justin Zhang,South Africa,849.17
4613,Haoyang Chen (陈浩杨),China,849.2
4614,Witali Bułatow,Poland,849.28
4615,Antonio Barba,Italy,850.19
4616,Daniel Antonio Garcia Montenegro,USA,850.38
4617,Erik Engstedt,Sweden,850.5
4618,Timothy Lawrance,South Africa,850.77
4619,Nils Schweizer,Germany,850.78
4620,Ivan Milyi (Иван Милый),Russia,851.15
4621,Nicholas Chiapputo,USA,851.28
4622,Filip Zowczak,Poland,851.3
4623,Łukasz Burchard,Poland,851.53
4624,Jieze Jiang (蒋杰泽),China,851.58
4625,Håkon Hanssen,Norway,851.65
4626,Daniel Mason,United Kingdom,851.79
4627,Xiaobo Jin (金晓波),China,852.01
4628,Kirill Ilyin,Russia,852.14
4629,Maksim Melnik,Russia,852.19
4630,Hippolyte Moreau,France,852.3
4631,Linsong Qi (綦林松),China,852.3
4632,Sammy Tawakkol,USA,852.64
4633,Ivan Jeličić,Croatia,852.69
4634,Jorge Orrite,Spain,852.84
4635,Lorenzo Gaviani,Italy,852.89
4636,Zi-Zhao Zheng,Austria,853.2
4637,Tomasz Pietruszka,Poland,853.8
4638,Philippe Schwartz,Luxembourg,853.81
4639,Adrian Estrada,Peru,854.25
4640,Ivan Alberto Olvera Gonzalez,Mexico,854.32
4641,Sae-ouk Oh,Korea,854.74
4642,Henry Asker,United Kingdom,854.88
4643,Alonso Sanchez Elias,Peru,854.93
4644,Kai-Zhu Hsieh (謝鎧竹),Taiwan,854.95
4645,Daniel Garza Garza,Mexico,855.06
4646,Ionel Bălteanu,Moldova,855.74
4647,Sarah Gasson,United Kingdom,856.03
4648,Aleksi Tuononen,Finland,856.09
4649,Vasilis Vasileris,Greece,856.26
4650,Alex Yang,USA,856.33
4651,Sam Adams,USA,856.78
4652,Patryk Kozieł,Poland,856.93
4653,Antonio Rafael Martín Barba,Spain,857.02
4654,Hongyu Chen (陈弘宇),China,857.06
4655,Aleksa Kuzmanović,Serbia,857.24
4656,Connor Yungbluth,USA,857.37
4657,Ian Markley,USA,857.44
4658,Mark Nie,Canada,857.53
4659,Keunsoo Heo (허근수),Korea,857.89
4660,William Scully,Canada,858.1
4661,Maya Maghiar,Romania,858.2
4662,Luis José Rodríguez Pérez,Guatemala,858.29
4663,Jandell Ryan Ko,USA,858.38
4664,Axel Flordal,Sweden,858.62
4665,Spencer Stutzman,USA,858.78
4666,Qingxi Zhao (赵倾溪),China,858.88
4667,Junjie Wang (王俊杰),China,859.14
4668,Jhon Alfredo Morales Estrada,Bolivia,859.19
4669,Alexey Sudar,Russia,859.19
4670,Jakub Chyłkowski,Poland,859.37
4671,Ole Nikolai Gjerset,Norway,859.61
4672,Bernhard Feige,Germany,859.9
4673,Borislav Marchovski,Bulgaria,860.12
4674,Robin Deun,Netherlands,860.15
4675,Diego Oswaldo Andrés Jiménez,Mexico,860.19
4676,Mikołaj Kamiński,Poland,860.52
4677,Yiwei Wang (王祎玮),China,860.64
4678,Piotr Zaworski,Poland,860.66
4679,James Ellis Nale V,USA,861.08
4680,Ravi Fernando,USA,861.22
4681,Pablo Gutiérrez Rodrigo,Spain,861.35
4682,Jakub Meller,Poland,861.53
4683,Mir Amir Hosein Hoseini (مير امير حسين حسيني),Iran,861.64
4684,Simon Page,USA,861.8
4685,Nathan Seeto,Australia,861.82
4686,Kristijonas Valčeckas,Lithuania,861.96
4687,Abiram Anbu,India,862.09
4688,Akunuri Sri Abilash,India,862.25
4689,Dan Dzoan,USA,862.27
4690,Trevor Kimbell,USA,862.32
4691,Gabriel Neufeld,Canada,862.39
4692,Kyle Gyawali,USA,862.43
4693,Giulia Accorsi,Italy,862.57
4694,Tyler Jung,USA,863.05
4695,Jherson Vera Flores,Bolivia,863.27
4696,Miroslav Delinac,Croatia,863.36
4697,Shyngys Sharapadin (Шынгыс Шарападин),Kazakhstan,863.7
4698,Luis Labardini Osornio,Mexico,863.71
4699,Gabriel Eduardo Núñez Serna,Argentina,863.87
4700,Izaac Marshall Paetz,Canada,863.89
4701,Erlend Ektvedt Fredriksen,Norway,863.9
4702,Elias Gross,Germany,864.02
4703,Delbert John Salandanan,Philippines,864.44
4704,Lakshay Modi,India,864.49
4705,Martin Zamudio Lemus,Mexico,864.6
4706,Wenjie Cao (曹文杰),China,864.61
4707,Yann Colombo,France,864.91
4708,Luis Fernando Mondragon Herrera,Mexico,865.13
4709,Samuel Michael Gaffney,Australia,865.47
4710,Danil Kravchenko,Russia,865.66
4711,Robin Kwant,Netherlands,865.68
4712,Nick Bohnsack,Netherlands,865.72
4713,Xianqi Wu (吴贤琦),China,865.91
4714,He Jiang (姜和),China,866.16
4715,Trevor Artzen,Canada,866.26
4716,Vladyslav Hordiienko (Владислав Гордієнко),Ukraine,866.52
4717,Adrián Ramírez,Guatemala,866.85
4718,Santiago Baso,Argentina,867.34
4719,Bartosz Szczepaniak,Poland,867.34
4720,Joel Hernández,El Salvador,867.39
4721,Antonio Miguel Leutwiler Garcia,Brazil,867.39
4722,Timothy B. Kwartler,USA,867.56
4723,Shane Swanepoel,South Africa,867.76
4724,Adomous Wright,USA,867.81
4725,Brock Burgi,USA,867.82
4726,Azizah Nur Hayati,Indonesia,867.94
4727,Pennueng Tippairote (เป็นหนึ่ง ทิพย์ไพโรจน์),Thailand,868.11
4728,Sergey Pileev,Russia,868.26
4729,Aatu Tuomisto,Finland,868.33
4730,Franklin Ronquillo,Venezuela,868.4
4731,Gianluca Placenti,Italy,868.4
4732,Jens Diewald,Germany,868.64
4733,Ville Kilpeläinen,Finland,868.92
4734,Carlos Chamizo Cano,Spain,868.96
4735,Jack Love,Australia,869.26
4736,António Gomes,Portugal,869.87
4737,Anastasia Kochetkova,Russia,869.91
4738,Yorick Brommer,Netherlands,869.93
4739,Johan Holmedahl,Sweden,870.12
4740,David Chong Kai Xiang,Malaysia,870.23
4741,Charlie Cooper,United Kingdom,870.39
4742,Anibal Salvador Gómez Alvarado,Mexico,870.41
4743,Felix Zarbock,Germany,870.48
4744,Mikey Moore,USA,870.63
4745,Vadzim Smirnou,Belarus,870.76
4746,Jonathan Monroy Morales,Mexico,871.01
4747,Josiah Zderad,USA,871.18
4748,Mingbin Zhang (张铭斌),China,871.31
4749,Jacob Stover,USA,871.72
4750,Aidan McBride,USA,871.86
4751,Thomas Herndon,USA,872.02
4752,Jacob Shum,Canada,872.05
4753,Stephen Hungs,Netherlands,872.57
4754,Lester Doyugan Jr.,Philippines,873.84
4755,Jakub Pietrzyk,Poland,873.93
4756,Harrison Michael Oberg,USA,874.34
4757,Kun Lu (陆堃),China,874.54
4758,Young He (何嘉炀),China,874.57
4759,Aulia Ismail Adhiim,Indonesia,874.62
4760,Izaac Lopez,USA,874.76
4761,Daniel Díaz Tello,Mexico,874.83
4762,Chengjun Zhao (赵承君),China,874.9
4763,Alexander Wagner,Germany,875.01
4764,Jindřich Halabala,Czech Republic,875.04
4765,Licong Yang (杨立聪),China,875.18
4766,Javier Tirado Ortiz,Spain,875.49
4767,Matt Bahr,USA,875.51
4768,Jean-Emil Reyes,Dominican Republic,875.54
4769,Harry Bernstein,USA,875.6
4770,Kuan-Yu Chen (陳冠宇),Taiwan,875.67
4771,Gavin Nelson,USA,875.97
4772,Santiago David Pulido Arias,Colombia,876.0
4773,Samuel Du,USA,876.36
4774,Ming Kim Low,Australia,876.46
4775,Kevin Chang Jon Kit,Singapore,876.68
4776,Serhii Koksharov (Сергій Кокшаров),Ukraine,876.94
4777,Yuntao Hu (胡云韬),China,877.02
4778,Nicole Wang,Canada,877.05
4779,Chris Hardwick,USA,877.26
4780,Adam Lucek,USA,877.7
4781,Christian Schiøtt,Denmark,877.77
4782,Theo Kurpierz,Germany,878.01
4783,Victor Daniel Suárez Gutiérrez,Mexico,878.12
4784,Kevin McIntee,USA,878.79
4785,Felix Schmidt,Germany,879.24
4786,Carlo Nicolai Abana,Philippines,879.48
4787,Carson Caplan,Canada,879.54
4788,David Sestu,France,879.57
4789,Tim Handmer,Australia,880.15
4790,Brian Qiu,USA,880.22
4791,Yu-Hao Chen (陳宇浩),Taiwan,880.36
4792,Sándor Nágel,Hungary,880.7
4793,James Sangil,Philippines,880.97
4794,Pei-Yu Huang (黃培瑜),Taiwan,881.17
4795,Axel Skoglund,Sweden,881.23
4796,Karthikeyan Eswaran,India,881.34
4797,James Holdsworth,Australia,881.36
4798,Stefán Jónsson,Iceland,881.47
4799,Yuval Porat,Israel,881.58
4800,Brian Ruggles,USA,881.97
4801,Miles Lipka,USA,882.02
4802,Willy Breyer,Germany,882.25
4803,Daniel Dybwad Reierskog,Norway,882.57
4804,Darren Tang,Canada,882.61
4805,Chengzhi Yin (殷程智),China,882.79
4806,Nimai Kolega,Croatia,882.95
4807,Kirill Shalashov,Russia,883.1
4808,Jakub Lorens,Poland,883.1
4809,Bing-Ying Li (李秉穎),Taiwan,883.54
4810,Krzysztof Kuncki,Poland,883.72
4811,Ivan Litsov (Иван Лицов),Russia,883.88
4812,Peter Liu,Belgium,883.92
4813,Arzel Kyle Herrera,Philippines,884.13
4814,Jonas Schober,Germany,884.16
4815,Rodolfo Jepte Lutrania Mabanta,Philippines,884.46
4816,Gaël Dusser,France,885.25
4817,Pierre Lemerle,France,885.54
4818,Danila Dubovik,Belarus,885.63
4819,Jin-Han Guo (郭景翰),Taiwan,885.86
4820,Rosette Enoc,Philippines,886.12
4821,Sean Skinner,USA,886.89
4822,Damien Crémer,Belgium,886.98
4823,Oleh Perkovskyi (Олег Перковський),Ukraine,887.05
4824,Alexander Lau,United Kingdom,887.1
4825,Daniel Houghton,Switzerland,887.25
4826,Julian Sico,New Zealand,888.23
4827,Akula Sai Kumar,India,888.23
4828,Samay Saini,India,888.39
4829,Luiz Fellipe Oliuza Leal Silva,Brazil,888.44
4830,Matthew Dickman,USA,888.46
4831,Alexander Gorchackov,Russia,888.59
4832,Moon Bum-Seok,Korea,888.94
4833,Clément Gallet,France,889.04
4834,Casper Appelberg,Australia,889.09
4835,Dian Hayati,Indonesia,889.45
4836,Yonglin Wang (王勇霖),China,889.46
4837,Ke Pan (潘轲),China,889.54
4838,Ji-Siang Jian (簡季湘),Taiwan,889.62
4839,Zachary McWilliams,USA,889.93
4840,Berengar Frankenberger,Germany,889.97
4841,Linus Schukraft,Germany,890.25
4842,Zining Zhan (詹子宁),China,890.3
4843,Thomas Pettersson,Sweden,890.69
4844,Jake Mayer,USA,890.91
4845,Yunmai Hou (侯云迈),China,891.02
4846,Hugo Presa Martínez,Spain,891.56
4847,Michael Zheng,Canada,891.91
4848,Fengyao Zhi (支烽耀),China,891.94
4849,Santiago Vacacela,Ecuador,892.28
4850,Brandon Yan,Australia,892.7
4851,Leonhard Kehrberger,Germany,893.28
4852,Matías Cisterna Rocco,Chile,893.35
4853,Murillo Gomes Otero,Brazil,893.89
4854,Adithyaa Anand,India,894.06
4855,Omar Isidro Santos,Mexico,894.1
4856,Adrian Stromski,Poland,894.16
4857,Zihao He (何梓豪),China,894.29
4858,Ilkyoo Choi (최일규),Korea,894.6
4859,Mikhail Denisov,Russia,894.76
4860,Maciej Kawiński,Poland,894.8
4861,Jincheng Wang (王金程),China,895.19
4862,Robin Geiser,Switzerland,895.19
4863,Kacper Szumigaj,Poland,895.31
4864,Leigh Carnohan,United Kingdom,895.96
4865,Yi Tao (陶羿),China,896.03
4866,Manuel Alejandro Flórez,Colombia,896.15
4867,Mehul Chaudhari,USA,896.17
4868,Artem Fokin (Артем Фокін),Ukraine,896.71
4869,Andrew Coghill,United Kingdom,897.12
4870,Fletcher Cutting,Australia,897.69
4871,José Octavio Martínez Soto,Mexico,897.89
4872,Federico Mendez,Uruguay,898.1
4873,Gabriel Sungcad,Philippines,898.13
4874,Bernett Orlando,India,898.14
4875,António Dias,Portugal,898.28
4876,Jason Baum,USA,898.43
4877,Kalyani H. Kiran,India,898.45
4878,Li Haoming (利浩铭),China,898.46
4879,Roberto Estrada Mireles,Mexico,898.5
4880,Jae-Young Park,Korea,898.51
4881,James Hamm,Ireland,898.88
4882,Sergio Ortiz Rodríguez,Spain,899.07
4883,Quentin McLean,USA,899.12
4884,Craig Bouchard,Canada,899.8
4885,Dominik Beese,Germany,899.84
4886,Aron Levi Sigmundsson,Sweden,899.88
4887,Bailey Taminiau,Australia,899.89
4888,Maximilian Verrieth,Germany,900.14
4889,Zhulu Ke (柯助錄),Macau,900.18
4890,Sophia Schmoll,Germany,900.22
4891,Ustsin Vashchanka,Belarus,900.54
4892,Damian Skrzypiec,Poland,900.63
